PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Div4,f,1960-1969,0,0.01869,0.01838,0.11,100000,1838,98356,7538103,75.38
Div4,f,1960-1969,1-4,0.00078,0.00313,1.59,98162,307,391909,7439747,75.79
Div4,f,1960-1969,5-9,0.00035,0.00177,2.29,97855,173,488807,7047839,72.02
Div4,f,1960-1969,10-14,0.00030,0.00148,2.66,97682,145,488073,6559032,67.15
Div4,f,1960-1969,15-19,0.00060,0.00300,2.75,97538,293,487027,6070959,62.24
Div4,f,1960-1969,20-24,0.00068,0.00338,2.48,97245,328,485396,5583932,57.42
Div4,f,1960-1969,25-29,0.00075,0.00372,2.58,96916,361,483707,5098535,52.61
Div4,f,1960-1969,30-34,0.00100,0.00501,2.66,96555,483,481645,4614828,47.79
Div4,f,1960-1969,35-39,0.00151,0.00752,2.66,96072,722,478667,4133182,43.02
Div4,f,1960-1969,40-44,0.00229,0.01139,2.68,95350,1086,474228,3654516,38.33
Div4,f,1960-1969,45-49,0.00343,0.01703,2.65,94264,1605,467542,3180288,33.74
Div4,f,1960-1969,50-54,0.00521,0.02573,2.63,92659,2384,457636,2712746,29.28
Div4,f,1960-1969,55-59,0.00764,0.03751,2.65,90275,3386,443433,2255110,24.98
Div4,f,1960-1969,60-64,0.01171,0.05698,2.66,86889,4951,422856,1811677,20.85
Div4,f,1960-1969,65-69,0.01846,0.08846,2.65,81937,7248,392637,1388820,16.95
Div4,f,1960-1969,70-74,0.03094,0.14426,2.66,74689,10775,348218,996183,13.34
Div4,f,1960-1969,75-79,0.05270,0.23400,2.61,63914,14956,283784,647965,10.14
Div4,f,1960-1969,80-84,0.09043,0.37005,2.55,48958,18117,200332,364181,7.44
Div4,f,1960-1969,85-89,0.15126,0.54191,2.38,30841,16713,110495,163848,5.31
Div4,f,1960-1969,90-94,0.23778,0.71191,2.18,14128,10058,42299,53354,3.78
Div4,f,1960-1969,95-99,0.35189,0.84677,1.94,4070,3446,9794,11055,2.72
Div4,f,1960-1969,100-104,0.48659,0.92775,1.67,624,579,1189,1261,2.02
Div4,f,1960-1969,105-109,0.62425,0.96653,1.43,45,44,70,72,1.59
Div4,f,1960-1969,110+,0.72988,1.00000,1.37,2,2,2,2,1.37
Div4,f,1970-1979,0,0.01357,0.01340,0.09,100000,1340,98782,7737952,77.38
Div4,f,1970-1979,1-4,0.00061,0.00245,1.65,98660,242,394071,7639171,77.43
Div4,f,1970-1979,5-9,0.00029,0.00145,2.32,98418,143,491704,7245100,73.62
Div4,f,1970-1979,10-14,0.00027,0.00137,2.72,98274,135,491065,6753396,68.72
Div4,f,1970-1979,15-19,0.00058,0.00291,2.66,98140,286,490031,6262331,63.81
Div4,f,1970-1979,20-24,0.00060,0.00300,2.48,97854,294,488530,5772300,58.99
Div4,f,1970-1979,25-29,0.00064,0.00320,2.56,97560,312,487040,5283770,54.16
Div4,f,1970-1979,30-34,0.00087,0.00434,2.66,97248,422,485253,4796729,49.32
Div4,f,1970-1979,35-39,0.00127,0.00632,2.66,96826,612,482700,4311476,44.53
Div4,f,1970-1979,40-44,0.00205,0.01022,2.69,96214,983,478800,3828776,39.79
Div4,f,1970-1979,45-49,0.00313,0.01555,2.67,95230,1481,472705,3349977,35.18
Div4,f,1970-1979,50-54,0.00463,0.02291,2.66,93749,2148,463719,2877271,30.69
Div4,f,1970-1979,55-59,0.00703,0.03458,2.65,91601,3168,450559,2413552,26.35
Div4,f,1970-1979,60-64,0.01064,0.05192,2.65,88434,4591,431379,1962993,22.20
Div4,f,1970-1979,65-69,0.01626,0.07827,2.64,83842,6563,403728,1531614,18.27
Div4,f,1970-1979,70-74,0.02595,0.12228,2.64,77280,9450,364131,1127887,14.59
Div4,f,1970-1979,75-79,0.04381,0.19839,2.62,67830,13457,307187,763755,11.26
Div4,f,1970-1979,80-84,0.07425,0.31440,2.56,54373,17095,230226,456568,8.40
Div4,f,1970-1979,85-89,0.12498,0.47377,2.45,37278,17661,141313,226343,6.07
Div4,f,1970-1979,90-94,0.19983,0.64713,2.28,19617,12695,63528,85030,4.33
Div4,f,1970-1979,95-99,0.30151,0.79724,2.04,6922,5519,18303,21502,3.11
Div4,f,1970-1979,100-104,0.42787,0.89948,1.78,1404,1262,2951,3198,2.28
Div4,f,1970-1979,105-109,0.56486,0.95325,1.53,141,134,238,248,1.76
Div4,f,1970-1979,110+,0.67480,1.00000,1.48,7,7,10,10,1.48
Div4,f,1980-1989,0,0.00862,0.00855,0.08,100000,855,99211,7944384,79.44
Div4,f,1980-1989,1-4,0.00046,0.00183,1.57,99145,181,396141,7845173,79.13
Div4,f,1980-1989,5-9,0.00020,0.00098,2.38,98964,97,494566,7449032,75.27
Div4,f,1980-1989,10-14,0.00018,0.00092,2.79,98867,91,494134,6954466,70.34
Div4,f,1980-1989,15-19,0.00049,0.00246,2.69,98776,243,493319,6460333,65.40
Div4,f,1980-1989,20-24,0.00048,0.00238,2.49,98534,234,492080,5967013,60.56
Div4,f,1980-1989,25-29,0.00052,0.00262,2.6,98299,258,490878,5474933,55.70
Div4,f,1980-1989,30-34,0.00063,0.00316,2.63,98042,310,489475,4984055,50.84
Div4,f,1980-1989,35-39,0.00095,0.00472,2.67,97732,462,487586,4494580,45.99
Div4,f,1980-1989,40-44,0.00152,0.00759,2.68,97271,739,484636,4006995,41.19
Div4,f,1980-1989,45-49,0.00249,0.01236,2.71,96532,1193,479924,3522359,36.49
Div4,f,1980-1989,50-54,0.00406,0.02013,2.67,95339,1919,472220,3042435,31.91
Div4,f,1980-1989,55-59,0.00638,0.03141,2.66,93420,2934,460243,2570215,27.51
Div4,f,1980-1989,60-64,0.00980,0.04792,2.67,90485,4336,442304,2109972,23.32
Div4,f,1980-1989,65-69,0.01484,0.07171,2.64,86150,6177,416200,1667669,19.36
Div4,f,1980-1989,70-74,0.02317,0.10985,2.64,79972,8785,379098,1251468,15.65
Div4,f,1980-1989,75-79,0.03669,0.16874,2.63,71188,12012,327415,872370,12.25
Div4,f,1980-1989,80-84,0.06255,0.27168,2.58,59176,16077,257001,544955,9.21
