PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Div2,f,1960-1969,0,0.02027,0.01991,0.11,100000,1991,98227,7327796,73.28
Div2,f,1960-1969,1-4,0.00075,0.00301,1.64,98009,295,391336,7229569,73.76
Div2,f,1960-1969,5-9,0.00034,0.00172,2.29,97713,168,488110,6838233,69.98
Div2,f,1960-1969,10-14,0.00027,0.00135,2.6,97545,132,487411,6350123,65.10
Div2,f,1960-1969,15-19,0.00047,0.00235,2.7,97414,229,486542,5862712,60.18
Div2,f,1960-1969,20-24,0.00065,0.00324,2.58,97185,315,485160,5376170,55.32
Div2,f,1960-1969,25-29,0.00083,0.00416,2.62,96870,403,483390,4891010,50.49
Div2,f,1960-1969,30-34,0.00120,0.00598,2.64,96466,577,480974,4407620,45.69
Div2,f,1960-1969,35-39,0.00180,0.00895,2.66,95890,858,477444,3926646,40.95
Div2,f,1960-1969,40-44,0.00276,0.01370,2.65,95032,1302,472103,3449201,36.30
Div2,f,1960-1969,45-49,0.00432,0.02140,2.66,93730,2006,463962,2977098,31.76
Div2,f,1960-1969,50-54,0.00660,0.03248,2.64,91724,2980,451578,2513136,27.40
Div2,f,1960-1969,55-59,0.00981,0.04794,2.65,88745,4255,433706,2061558,23.23
Div2,f,1960-1969,60-64,0.01511,0.07295,2.64,84490,6164,407892,1627852,19.27
Div2,f,1960-1969,65-69,0.02419,0.11440,2.63,78327,8961,370382,1219960,15.58
Div2,f,1960-1969,70-74,0.03938,0.17997,2.61,69366,12484,317050,849577,12.25
Div2,f,1960-1969,75-79,0.06353,0.27485,2.55,56882,15634,246081,532527,9.36
Div2,f,1960-1969,80-84,0.10393,0.41169,2.48,41248,16981,163395,286445,6.94
Div2,f,1960-1969,85-89,0.16446,0.57113,2.33,24266,13859,84268,123051,5.07
Div2,f,1960-1969,90-94,0.24395,0.71994,2.15,10407,7493,30714,38782,3.73
Div2,f,1960-1969,95-99,0.34562,0.83955,1.94,2915,2447,7080,8068,2.77
Div2,f,1960-1969,100-104,0.46476,0.91704,1.7,468,429,923,988,2.11
Div2,f,1960-1969,105-109,0.58862,0.95839,1.48,39,37,63,66,1.69
Div2,f,1960-1969,110+,0.68648,1.00000,1.46,2,2,2,2,1.46
Div2,f,1970-1979,0,0.01453,0.01434,0.09,100000,1434,98700,7566458,75.66
Div2,f,1970-1979,1-4,0.00057,0.00229,1.65,98566,225,393735,7467757,75.76
Div2,f,1970-1979,5-9,0.00029,0.00145,2.29,98341,143,491316,7074023,71.93
Div2,f,1970-1979,10-14,0.00025,0.00123,2.68,98198,121,490710,6582706,67.04
Div2,f,1970-1979,15-19,0.00048,0.00242,2.74,98077,238,489849,6091997,62.11
Div2,f,1970-1979,20-24,0.00062,0.00312,2.53,97840,305,488445,5602148,57.26
Div2,f,1970-1979,25-29,0.00073,0.00366,2.57,97534,357,486806,5113703,52.43
Div2,f,1970-1979,30-34,0.00097,0.00483,2.65,97177,470,484782,4626897,47.61
Div2,f,1970-1979,35-39,0.00149,0.00742,2.66,96708,718,481862,4142115,42.83
Div2,f,1970-1979,40-44,0.00240,0.01194,2.68,95990,1146,477291,3660253,38.13
Div2,f,1970-1979,45-49,0.00376,0.01865,2.67,94844,1769,470095,3182962,33.56
Div2,f,1970-1979,50-54,0.00561,0.02769,2.66,93076,2577,459337,2712867,29.15
Div2,f,1970-1979,55-59,0.00848,0.04156,2.65,90498,3761,443646,2253530,24.90
Div2,f,1970-1979,60-64,0.01299,0.06303,2.64,86737,5467,420757,1809885,20.87
Div2,f,1970-1979,65-69,0.01972,0.09421,2.62,81270,7656,388167,1389127,17.09
Div2,f,1970-1979,70-74,0.03166,0.14725,2.63,73614,10839,342371,1000960,13.60
Div2,f,1970-1979,75-79,0.05189,0.23056,2.58,62775,14473,278918,658590,10.49
Div2,f,1970-1979,80-84,0.08581,0.35388,2.52,48301,17093,199195,379672,7.86
Div2,f,1970-1979,85-89,0.13662,0.50355,2.39,31209,15715,115029,180477,5.78
Div2,f,1970-1979,90-94,0.20877,0.66215,2.24,15493,10259,49140,65447,4.22
Div2,f,1970-1979,95-99,0.30177,0.79599,2.03,5235,4167,13807,16308,3.12
Div2,f,1970-1979,100-104,0.41611,0.89139,1.79,1068,952,2288,2500,2.34
Div2,f,1970-1979,105-109,0.54049,0.94563,1.56,116,110,203,213,1.83
Div2,f,1970-1979,110+,0.64163,1.00000,1.56,6,6,10,10,1.56
Div2,f,1980-1989,0,0.01020,0.01011,0.08,100000,1011,99072,7759754,77.60
Div2,f,1980-1989,1-4,0.00044,0.00177,1.63,98989,175,395543,7660682,77.39
Div2,f,1980-1989,5-9,0.00020,0.00101,2.29,98815,99,493805,7265139,73.52
Div2,f,1980-1989,10-14,0.00019,0.00097,2.71,98715,96,493357,6771335,68.59
Div2,f,1980-1989,15-19,0.00039,0.00194,2.74,98620,191,492665,6277978,63.66
Div2,f,1980-1989,20-24,0.00051,0.00255,2.59,98428,251,491537,5785312,58.78
